"SourcePath","ArchivedPath","SizeBytes","LastWriteTime","SHA256"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\logo-bevel-diagnostics\bevel-test-after.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\logo-bevel-diagnostics\bevel-test-after.png","107639","2026-08-11T17:25:53","65824530127F7C4D42E95F734BBD673B3EBA0FA6170C12C12B57D83B233C6AE1"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\logo-bevel-diagnostics\bevel-test-before.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\logo-bevel-diagnostics\bevel-test-before.png","94991","2026-08-11T17:25:52","EC91C7A03ADE6BD299FA3DBFBBCD5D59B1A18D5E305B9DCAF6AEA6BA881BE15A"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\logo-bevel-diagnostics\branding-before.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\logo-bevel-diagnostics\branding-before.png","101551","2026-08-11T17:23:40","07013647E7DD7A3F09EA91DA0A788A44411F6BCF998A7DF3C9A4D83B44428851"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\logo-bevel-diagnostics\diagnose-logo-bevel-report.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\logo-bevel-diagnostics\diagnose-logo-bevel-report.json","48414","2026-08-11T17:23:40","ED1CF92A2C885B653C72F11A881B619DE212D80E96FB96E5905CC6BD6EF165F1"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\logo-bevel-diagnostics\startup-bevel-report.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\logo-bevel-diagnostics\startup-bevel-report.json","5233","2026-08-11T17:25:12","3852AB67E9B95FB2FE0C17F8E597B0F69E656F9F3D5662CE2D2179747B5AE61F"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\nodes_found.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\nodes_found.json","2","2026-08-11T19:26:35","4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\parse_scene.py","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\parse_scene.py","2812","2026-08-11T19:44:01","F257F7E8DDF708F20737A3C3259E8D7D73F3003EF3ED87E640213DB7874B8956"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\proai-spline-runtime-graphite-face.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\proai-spline-runtime-graphite-face.png","793693","2026-08-11T16:09:04","8EF12C7BB24DA4D5A14CB38231EF3C3D6284A7F4804359482FBE2888596627F3"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\proai-spline-runtime-layer-graphite-face.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\proai-spline-runtime-layer-graphite-face.png","738995","2026-08-11T16:09:58","A7FB09C3C2EEDEA73B8FA9989E4D42C2DA9A70FF241B3A212AC8076333E1AEED"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\probe-report.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\probe-report.json","40607","2026-08-11T16:09:04","F6C0EC762EA9FB6C177731EB90326C83515237C5D068131F8452592034A78DBB"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\page@1b6771770fe98e8f8f6b8d72b69898d2.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\page@1b6771770fe98e8f8f6b8d72b69898d2.webm","2359296","2026-08-11T16:28:16","3019CEEEA39AB7F2E6065C3DA0AEE0F1D156FA9B985C8BADCF58AADD811B0EEA"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\page@89be8a98afbfabaf9f969efcd236c81d.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\page@89be8a98afbfabaf9f969efcd236c81d.webm","2691569","2026-08-11T16:29:01","4EDB24E04DD6E1D237E8A4F0F6984C8E830A1B94CB5FB5E3A74B1D686C5D83A6"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\page@c1bd2dd0162fdfca7ed4bbf5ae38aef3.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\page@c1bd2dd0162fdfca7ed4bbf5ae38aef3.webm","2557472","2026-08-11T16:31:03","4B9AD8A8A50249B5B11CF84DE3587E6A9EE0EC0A018111F587F87BE0FBE69960"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\page@d44b6226a9837aa712e6122277e80424.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\page@d44b6226a9837aa712e6122277e80424.webm","2517372","2026-08-11T16:29:59","0D79819AA96DA334128EBE7A13F8E520D72A6089C4DCA55A622CFA82485ECF80"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\proai-spline-premium-r1-1440x900.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\proai-spline-premium-r1-1440x900.png","103147","2026-08-11T16:30:44","18A82055BD75F9B2786B6BFD58AC1080CE1AA0F4ADBC60C8515E4F5995EF57AF"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\proai-spline-premium-r1-angle-2.png","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\proai-spline-premium-r1-angle-2.png","173791","2026-08-11T16:30:46","E11FCD472DCABCFF8CB849FD9A21472E4591AC0D0B73FBA17FAACB41954A8BC2"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\proai-spline-premium-r1-report.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\proai-spline-premium-r1-report.json","15656","2026-08-11T16:31:02","6470CDFFC29663105CB2F0AA45774B48514081F07F6BED725EA47DB496278783"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\proai-spline-premium-r1-review.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\proai-spline-premium-r1-review.webm","2557472","2026-08-11T16:31:03","4B9AD8A8A50249B5B11CF84DE3587E6A9EE0EC0A018111F587F87BE0FBE69960"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\r1-review\proai-spline-premium-r1-review-18s.webm","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\r1-review\proai-spline-premium-r1-review-18s.webm","2136061","2026-08-11T16:31:40","D9F1AF44ACD316B5642C0C4215704D404487D90D6084E731101BE990210333D5"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\resolve_refs.py","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\resolve_refs.py","2231","2026-08-11T20:18:43","3B126F49FD7859BC623813199001E5059F8FAE0EA764A8FDEDDC52102B906A57"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene.splinecode","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene.splinecode","49789","2026-08-11T16:10:06","90F669182F8E98EAE1A619477C7019E373308473E514FD420D8F0F47AFE2826D"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene_full.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene_full.json","124216","2026-08-11T19:23:24","8ECDFBCF471A05F6512B007E951E717FD29E1B6C1FDF29C00143DBC1D53B6471"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene_full_json.zip","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene_full_json.zip","38249","2026-08-11T19:23:30","FD9707DEACF727B36472CDB33747EA200816B7E878B03BC5E5A17B3FB52C291C"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene_hierarchy.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene_hierarchy.json","73981","2026-08-11T19:44:07","1542BC170E16F223955FF39ED28952AAF1F29B3C38688320574DCD8341A0D8E8"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene_json_extracted.zip","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene_json_extracted.zip","38409","2026-08-11T18:53:25","86FACF3A775D7235B16E54A58E8447A04EC79E13DD1996E36B5BC29C246F8125"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\scene_resolved.json","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\scene_resolved.json","73851","2026-08-11T20:18:50","68543603180641B6C5067E51FF8CB16BAE9F3CA776850A0F4B7FF1FC1405F40D"
"C:\Users\PC Profile\Desktop\PROAI_SPLINE_PREMIUM_R1\out\unpack_full.py","docs\site-evolution\spline\recovery-dump\chat-2\desktop_PROAI_SPLINE_PREMIUM_R1_out\unpack_full.py","1874","2026-08-11T19:23:20","DD1D5A49920C9FA5CA5E19AE9E620AB691F59B7AF0F6B1646C25DEC5CBD105E9"
"C:\Users\PC Profile\Downloads\PROAI_SPLINE_RUNTIME_BUNDLE.zip","docs\site-evolution\spline\recovery-dump\chat-2\downloads\PROAI_SPLINE_RUNTIME_BUNDLE.zip","1665","2026-08-11T15:49:06","43F167A8AFFFD9F8B8F95C7024B13B2C9A20BDBC93BE6962185598DCE5DB3768"
"C:\Users\PC Profile\Downloads\rubik_39_s_cube_animation.glb","docs\site-evolution\spline\recovery-dump\chat-2\downloads\rubik_39_s_cube_animation.glb","279412","2026-08-11T20:47:57","DBB7FC4156F8C9ED2481DD76443DFFB9A45ECB5493463F99BFFB34DD3B59C79B"
"C:\Users\PC Profile\Downloads\scene.splinecode","docs\site-evolution\spline\recovery-dump\chat-2\downloads\scene.splinecode","32439","2026-08-11T15:42:39","0FF01F004EBEA2C73CD9EF654D5E369FB1C0A90D8AC35640C132B9F270C33049"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\chrome-api-debug.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\chrome-api-debug.json","260","2026-08-11T20:45:41","D8191571FA2551A9C81F725CF5B575F5B8F4FAE104419BCED3BB34E4B9A2574F"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\chrome-claim-debug.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\chrome-claim-debug.json","536","2026-08-11T20:46:03","260749157EA289BE582AC137AE2D28A20A93E0DBBC6075A2603A982A8A31C35F"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\chrome-tabs-debug.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\chrome-tabs-debug.json","8206","2026-08-11T20:45:50","8C87944F49C3D2F146F78F5F2B1713BF857F18DD4E8054121C18C0F734C20627"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\spline-3dformats-state.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\spline-3dformats-state.json","1442","2026-08-11T20:46:50","481855692F273FCB4EC15976ED88079DECD536FDB8FCA7CA70CA654B63EE5BDF"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\spline-export-result.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\spline-export-result.json","3179","2026-08-11T20:48:01","DDFEA91A0A304E25F2BD1B99F39E87957329F2D5080794B568A2C645D9064B97"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\spline-format-dropdown.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\spline-format-dropdown.json","1465","2026-08-11T20:47:21","DDA1C821DAB927C3C8ACAC3388B9952032F0675994E5EC788F00A916B8594BA9"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\spline-state.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\spline-state.json","2057","2026-08-11T20:46:21","E9E0972E6CEAA6060D99A736095F4D6D78E39BE7C712F89B1B483524BBE8035F"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\spline-tab-api.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_root_debug\spline-tab-api.json","1203","2026-08-11T20:46:33","ED90F4FB743464807378FD86015CECF6A858087032A4E10DFC90DBF4B684F872"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\0x0-scene-full-link.txt","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\0x0-scene-full-link.txt","155","2026-08-11T19:23:37","F89272A9035840C46290B6F715FB042868A7FFD9D9910A67DBB27720645EA7D7"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\filebin-scene-full-response.txt","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\filebin-scene-full-response.txt","1416","2026-08-11T19:23:50","106439D0157D70E2B2EB54B69DBBBB73298C3EF89E8A1D98B536880EFC3369E8"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-home.html","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-home.html","566936","2026-08-11T19:06:06","088BBBD3BCDA0E38229D85E62C570C000F8D26F56C1E881780B115B3CF730A2D"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-link.txt","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-link.txt","22","2026-08-11T19:08:02","1423C2E44E124EE460AD1272EAABAA927432F10862259A2F0D635189A0137684"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-lw-upload.js","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-lw-upload.js","7779","2026-08-11T19:06:17","D7BFDD03B882A404FD754C3AA6A4777DD612C66E56A82BB40F19F9AADDA13204"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-upload-debug.txt","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-upload-debug.txt","2866","2026-08-11T19:16:41","F0ADE4E37A4407ABCBAD6A8F94C060BBFF43FDB13542AE5882900972E4162144"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-upload-final.png","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-upload-final.png","7482","2026-08-11T19:16:41","99BAC21488C8DED1A892DC56679CD250DAA09ECAC16AA41AD0743D6CCCFC29C0"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\fileio-upload-response.json","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\fileio-upload-response.json","440","2026-08-11T19:05:30","2FD363E5CB6DDA633A7E1D79CD197F84954A8BB46D8DECE246D3E9E553FA09BF"
"C:\Users\PC Profile\Documents\New project\proaiexpert.github.io\.tmp\file-sharing-lib.es.js","docs\site-evolution\spline\recovery-dump\chat-2\repo_tmp\file-sharing-lib.es.js","194211","2026-08-11T19:06:27","A0A3DF74BEA0187A713D6623A24AB3ED00A779CAFD298EC0BB6FD51590DECFF9"
"C:\Users\PCPROF~1\AppData\Local\Temp\extract_dicts_scene_full.py","docs\site-evolution\spline\recovery-dump\chat-2\temp_scripts\extract_dicts_scene_full.py","750","2026-08-11T19:36:10","1BF8535C60787F1755A0B92B45A0396F31658C8BDFA7BA69EF97D1C5603F0935"
"C:\Users\PCPROF~1\AppData\Local\Temp\find_large_numeric_arrays.py","docs\site-evolution\spline\recovery-dump\chat-2\temp_scripts\find_large_numeric_arrays.py","1000","2026-08-11T20:24:23","6900F20F1B57438AE3B23FC02B5DAD419CE0112B3C8A6661B4DA76D107AA9701"
"C:\Users\PCPROF~1\AppData\Local\Temp\find_scene_geo_materials.py","docs\site-evolution\spline\recovery-dump\chat-2\temp_scripts\find_scene_geo_materials.py","1839","2026-08-11T20:23:14","8F500A365278651BB77318F6978D48F68244B76E876FEC1B446786645A4C269C"
"C:\Users\PCPROF~1\AppData\Local\Temp\show_scene_hierarchy_objects.py","docs\site-evolution\spline\recovery-dump\chat-2\temp_scripts\show_scene_hierarchy_objects.py","334","2026-08-11T20:08:05","A465F66E364619D01E3970E5D392D7E7F47B278C1088638A13D6A285E8E0CADD"
